"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Leg Press (Machine)",,"",1,"normal",270,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Leg Press (Machine)",,"",2,"normal",270,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Leg Press (Machine)",,"",3,"normal",270,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Calf Press (Machine)",,"",0,"normal",430,10,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Calf Press (Machine)",,"",1,"normal",430,10,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Calf Press (Machine)",,"",2,"normal",430,10,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Seated Leg Curl (Machine)",,"",2,"normal",90,6,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Hip Adduction (Machine)",,"",0,"normal",90,10,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Hip Adduction (Machine)",,"",1,"normal",90,10,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Bulgarian Split Squat",,"",0,"normal",22.5,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Bulgarian Split Squat",,"",1,"normal",22.5,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Bulgarian Split Squat",,"",2,"normal",22.5,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,8,,,
"🍑","22 Jul 2025, 17:21","22 Jul 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shoulder Press (Dumbbell)",,"",0,"normal",35,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shoulder Press (Dumbbell)",,"",1,"normal",35,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shoulder Press (Dumbbell)",,"",2,"normal",35,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Bench Press (Dumbbell)",,"",0,"normal",45,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Bench Press (Dumbbell)",,"",1,"normal",45,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Bench Press (Dumbbell)",,"",2,"normal",45,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Skullcrusher (Dumbbell)",,"",0,"normal",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shrug (Dumbbell)",0,"",0,"normal",50,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shrug (Dumbbell)",0,"",1,"normal",50,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Shrug (Dumbbell)",0,"",2,"normal",50,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Triceps Extension (Cable)",,"",0,"normal",20,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Triceps Extension (Cable)",,"",1,"normal",20,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Triceps Extension (Cable)",,"",2,"normal",20,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Cable Fly Crossovers",,"",0,"normal",25,8,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"sisyphus fr","21 Jul 2025, 16:34","21 Jul 2025, 17:12","","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Back Extension (Weighted Hyperextension)",,"",0,"normal",35,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Back Extension (Weighted Hyperextension)",,"",2,"normal",35,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Bicep Curl (Dumbbell)",,"",0,"normal",35,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Bicep Curl (Dumbbell)",,"",1,"normal",35,6,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Bicep Curl (Dumbbell)",,"",2,"failure",35,4,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Lat Pulldown (Cable)",,"",0,"normal",100,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Lat Pulldown (Cable)",,"",1,"normal",100,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Lat Pulldown (Cable)",,"",2,"normal",100,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",120,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",120,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Face Pull",,"",0,"normal",57.5,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Face Pull",,"",1,"normal",57.5,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Face Pull",,"",2,"normal",57.5,10,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Dumbbell Row",,"",0,"normal",45,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Dumbbell Row",,"",1,"normal",45,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Dumbbell Row",,"",2,"normal",45,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,8,,,
"🦾","16 Jul 2025, 18:05","16 Jul 2025, 18:42","","Seated Incline Curl (Dumbbell)",,"",2,"dropset",20,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Leg Press (Machine)",,"",1,"normal",270,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Leg Press (Machine)",,"",2,"normal",270,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Leg Press (Machine)",,"",3,"normal",270,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Calf Press (Machine)",,"",0,"normal",430,10,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Calf Press (Machine)",,"",1,"normal",430,10,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Calf Press (Machine)",,"",2,"normal",430,10,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Seated Leg Curl (Machine)",,"",2,"normal",90,6,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Hip Adduction (Machine)",,"",0,"normal",90,10,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Hip Adduction (Machine)",,"",1,"normal",90,10,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Bulgarian Split Squat",,"",0,"normal",22.5,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Bulgarian Split Squat",,"",1,"normal",22.5,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Bulgarian Split Squat",,"",2,"normal",22.5,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,8,,,
"🍑","15 Jul 2025, 16:50","15 Jul 2025, 17:29","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Bench Press (Dumbbell)",,"",0,"normal",45,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Bench Press (Dumbbell)",,"",1,"normal",45,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Bench Press (Dumbbell)",,"",2,"normal",45,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shoulder Press (Dumbbell)",,"",0,"normal",35,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shoulder Press (Dumbbell)",,"",1,"normal",35,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shoulder Press (Dumbbell)",,"",2,"normal",35,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Skullcrusher (Dumbbell)",,"",0,"normal",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shrug (Dumbbell)",0,"",0,"normal",50,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shrug (Dumbbell)",0,"",1,"normal",50,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Shrug (Dumbbell)",0,"",2,"normal",50,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Triceps Extension (Cable)",,"",0,"normal",20,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Triceps Extension (Cable)",,"",1,"normal",20,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Triceps Extension (Cable)",,"",2,"normal",20,8,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Cable Fly Crossovers",,"",0,"normal",25,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"sisyphus fr","14 Jul 2025, 16:38","14 Jul 2025, 17:19","","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Back Extension (Weighted Hyperextension)",,"",0,"normal",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Back Extension (Weighted Hyperextension)",,"",2,"normal",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Bicep Curl (Dumbbell)",,"",0,"normal",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Bicep Curl (Dumbbell)",,"",1,"normal",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Bicep Curl (Dumbbell)",,"",2,"failure",35,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Lat Pulldown (Cable)",,"",0,"normal",100,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Lat Pulldown (Cable)",,"",1,"normal",100,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Lat Pulldown (Cable)",,"",2,"normal",100,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",120,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",120,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Face Pull",,"",0,"normal",57.5,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Face Pull",,"",1,"normal",57.5,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Face Pull",,"",2,"normal",57.5,10,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Dumbbell Row",,"",0,"normal",45,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Dumbbell Row",,"",1,"normal",45,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Dumbbell Row",,"",2,"normal",45,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,8,,,
"🦾","10 Jul 2025, 16:42","10 Jul 2025, 17:21","","Seated Incline Curl (Dumbbell)",,"",2,"dropset",20,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Leg Press (Machine)",,"",1,"normal",270,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Leg Press (Machine)",,"",2,"normal",270,8,,,
"🍑","8 Jul 2025, 16:53","8 Jul 2025, 17:35","","Leg Press (Machine)",,"",3,"normal",270,8,,,
